name,method,params,t_kitti_mean [m],t_kitti_std [m],t_kitti_max [m],t_rmse_mean [m],t_rmse_std [m],t_rmse_max [m],r_kitti_mean [deg],r_kitti_std [deg],r_kitti_max [deg],r_rmse_mean [deg],r_rmse_std [deg],r_rmse_max [deg],r_chordal_mean [deg],r_chordal_std [deg],r_chordal_max [deg],time_mean [ms],time_std [ms],time_max [ms]
20240827_102448_kitti_07-10_DEEPCLRTF,DEEPCLRTF,"model_name=20240823_140538_deepclr_tf_00-10, model_file=/deepclr/models/20240823_140538_deepclr_tf_00-10/model_config.yaml, weights_file=/deepclr/models/20240823_140538_deepclr_tf_00-10/weights.tar",0.06580112632176992,0.05409034217909694,0.5964744102774586,0.03797345996669942,0.031232375030213238,0.34437798960376237,0.24553264613746825,0.16495158973407048,1.6816550416205127,0.14216565135160725,0.09498352834606481,0.9708541610110469,0.08705787940379438,0.05816392419351143,0.5945413870439072,52.33797180472906,7.203606917932271,583.6202392578125
20241002_174235_kitti_07-10_DEEPCLRTF,DEEPCLRTF,"model_name=20240828_085400_deepclr_tf_00-10, model_file=/deepclr/models/20240828_085400_deepclr_tf_00-10/model_config.yaml, weights_file=/deepclr/models/20240828_085400_deepclr_tf_00-10/weights.tar",0.027346862638272608,0.02385414801779013,0.21999614910411483,0.01570454409856713,0.01377836920088047,0.12377459692861513,0.19044132682943293,0.13479681079649775,1.48478350960243,0.11047171716268438,0.07751947893413291,0.8572700089836045,0.0676498274490818,0.047470777473990186,0.5249595323898609,48.98284824505523,6.119650658872634,578.456298828125
20241126_171633_kitti_07-10_GICP,GICP,"max_distance=1.0, neighbor_radius=1.0, max_nn=30",0.019157881234249743,0.02285844391023612,0.24659330563865756,0.011043701122207605,0.013201789228557506,0.14246989450352107,0.04497891567340563,0.03800752458892389,0.5406501850476989,0.02798743713421441,0.020879445115734564,0.3124861434571338,0.017139181602588104,0.012786313295738925,0.19119705770968676,2956.7496838881143,801.0954592628442,8223.973274230957
